INSURANCE_POLICY_ID,SENTIMENT_SCORE,GROSS_PREMIUM,PREMIUM_AMOUNT,RENEWAL_DATE,PAYMENT_FREQUENCY,CHURN,CURRENT_ROW_INDICATOR,REGION,COUNTRY,COMPETITIVE_PREMIUM_AMOUNT_MIN,COMPETITIVE_PRICE,COUNTRY_NAME,BUNDLE_INDICATOR,REGION_NAME,POSTAL_CODE,NUMBER_OF_PRODUCTS,NUMBER_OF_COMPLAINTS,PAYMENT_TYPE,CUSTOMER_TYPE,CANCELLATION_REASON,NUMBER_OF_RISKS,AUTO_MAKE,AUTO_YEAR,LENGTH_OF_CAR_OWNERSHIP,AUTO_MODEL,AGENT,CHANNEL
10001966,100,750,550,2018-4-07,MONTHLY,0,1,OHIO,US,480,150,US,1,CENTRAL,430,2,10,CASH,LONG-TERM,EVENT,0,FORD,2009,8,F150,Collins,Bank
10001967,111,450,500,2018-4-08,MONTHLY,0,1,OHIO,US,655,155,US,0,CENTRAL,430,1,15,CASH,SHORT-TERM,DECEASED,3,BMW,2016,1,4SERIES,Brown,Agent
10001968,155,500,600,2018-4-09,QUARTERLY,0,1,OHIO,US,500,45,US,0,CENTRAL,430,3,11,CASH,SHORT-TERM,NSF,2,FORD,2011,6,F150,Bell,Bank
10001969,120,600,710,2018-4-10,MONTHLY,0,1,OHIO,US,700,100,US,0,CENTRAL,430,3,0,CASH,NEW,NSF,2,GMC,2009,8,ACADIA,Lewis,Bank
10001970,105,625,865,2018-4-11,YEARLY,0,1,OHIO,US,725,100,US,1,CENTRAL,430,3,4,CASH,SHORT-TERM,NSF,3,TOYOTA,2016,1,CAMRY,Anderson,Agent
10001971,155,500,525,2018-4-12,YEARLY,0,1,OHIO,US,525,125,US,0,CENTRAL,430,3,8,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Turner,Bank
10001972,120,900,750,2018-4-13,QUARTERLY,0,1,OHIO,US,750,50,US,0,CENTRAL,430,2,2,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Mitchell,Agent
10001973,130,600,700,2018-4-14,YEARLY,0,1,OHIO,US,800,100,US,0,CENTRAL,430,2,1,CASH,SHORT-TERM,DECEASED,2,BMW,2015,2,4SERIES,Rodriguez,Bank
10001974,135,225,1200,2018-4-15,YEARLY,1,1,OHIO,US,750,75,US,0,CENTRAL,430,2,0,DEBIT,SHORT-TERM,NSF,3,GMC,2015,2,ACADIA,Baker,Bank
10001975,155,250,900,2017-3-09,QUARTERLY,0,1,OHIO,US,800,100,US,0,CENTRAL,430,2,5,CASH,LONG-TERM,EVENT,3,BMW,2015,2,4SERIES,Watson,Bank
10001976,170,600,1000,2017-3-10,QUARTERLY,1,1,OHIO,US,925,120,US,0,CENTRAL,430,2,9,CREDIT,SHORT-TERM,DECEASED,4,TOYOTA,2016,1,CAMRY,Brown,Agent
10001977,190,500,1000,2017-3-11,QUARTERLY,0,1,OHIO,US,550,80,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Watson,Agent
10001978,100,550,900,2018-4-19,QUARTERLY,0,1,OHIO,US,600,90,US,0,CENTRAL,430,3,0,DEBIT,NEW,NSF,2,FORD,2011,6,F150,Rogers,Bank
10001979,101,225,885,2018-4-20,MONTHLY,0,1,OHIO,US,770,200,US,0,CENTRAL,430,1,0,CASH,SHORT-TERM,DECEASED,2,BMW,2015,2,4SERIES,Martin,Bank
10001980,122,600,600,2019-3-22,YEARLY,0,1,OHIO,US,900,150,US,0,CENTRAL,430,2,12,DEBIT,SHORT-TERM,NSF,,,2002,,ACADIA,Turner,Bank
10001981,111,550,550,2019-3-23,MONTHLY,0,1,OHIO,US,522,155,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,NSF,2,GMC,2012,5,ACADIA,Phillips,Bank
10001982,125,750,750,2019-3-24,MONTHLY,0,1,OHIO,US,450,120,US,1,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Robinson,Bank
10001983,175,600,720,2018-4-16,QUARTERLY,0,1,OHIO,US,480,90,US,0,CENTRAL,430,2,5,CASH,NEW,EVENT,2,GMC,2015,2,ACADIA,Robinson,Bank
10001984,150,700,865,2018-4-17,MONTHLY,0,1,OHIO,US,655,50,US,0,CENTRAL,430,2,3,CASH,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Mitchell,Agent
10001985,100,650,525,2018-4-18,YEARLY,0,1,OHIO,US,500,55,US,1,CENTRAL,430,2,8,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Rogers,Bank
10001986,111,750,750,2018-4-01,YEARLY,0,1,OHIO,US,700,45,US,0,CENTRAL,430,3,2,CASH,SHORT-TERM,NSF,3,BMW,2016,1,4SERIES,Moore,Bank
10001987,155,450,700,2018-4-02,QUARTERLY,0,1,OHIO,US,725,100,US,0,CENTRAL,430,3,0,CASH,SHORT-TERM,DECEASED,1,HONDA,2016,1,CIVIC,Green,Agent
10001988,120,500,1200,2018-4-03,YEARLY,0,1,OHIO,US,525,100,US,0,CENTRAL,430,5,0,CREDIT,SHORT-TERM,DECEASED,1,TOYOTA,2014,3,CAMRY,Wilson,Agent
10001989,105,600,900,2018-4-04,MONTHLY,1,1,OHIO,US,750,125,US,1,CENTRAL,430,3,1,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Rodriguez,Bank
10001990,155,890,1000,2018-4-05,MONTHLY,0,1,OHIO,US,800,50,US,0,CENTRAL,430,3,16,CASH,SHORT-TERM,DECEASED,2,BMW,2015,2,4SERIES,Walker,Agent
10001991,120,500,1000,2018-4-06,QUARTERLY,0,1,OHIO,US,750,100,US,0,CENTRAL,430,4,10,CREDIT,SHORT-TERM,DECEASED,4,HONDA,2016,1,CIVIC,Richardson,Agent
10001992,130,450,900,2018-4-07,MONTHLY,0,1,OHIO,US,800,75,US,0,CENTRAL,430,2,15,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Hill,Bank
10001993,135,450,885,2018-4-08,YEARLY,0,1,OHIO,US,925,100,US,0,CENTRAL,430,1,11,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Lee,Bank
10001994,155,625,600,2018-4-09,YEARLY,0,1,OHIO,US,550,120,US,1,CENTRAL,430,3,0,CASH,SHORT-TERM,DECEASED,4,BMW,2014,3,4SERIES,Martinez,Agent
10001995,170,500,550,2018-4-10,QUARTERLY,0,1,OHIO,US,600,80,US,0,CENTRAL,430,3,4,DEBIT,LONG-TERM,EVENT,2,FORD,2009,8,F150,King,Bank
10001996,190,900,750,2018-4-11,YEARLY,0,1,OHIO,US,770,90,US,0,CENTRAL,430,3,8,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Morris,Agent
10001997,100,600,720,2018-4-12,YEARLY,0,1,OHIO,US,900,200,US,1,CENTRAL,430,3,2,CASH,LONG-TERM,EVENT,0,FORD,2009,8,F150,Collins,Bank
10001998,101,225,550,2018-4-13,QUARTERLY,0,1,OHIO,US,522,150,US,0,CENTRAL,430,2,1,CASH,SHORT-TERM,DECEASED,3,BMW,2016,1,4SERIES,Brown,Agent
10001999,122,250,500,2018-4-14,QUARTERLY,0,1,OHIO,US,450,155,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,NSF,2,FORD,2011,6,F150,Bell,Bank
10002000,111,600,600,2018-4-15,QUARTERLY,1,1,OHIO,US,480,120,US,1,CENTRAL,430,2,5,CASH,NEW,NSF,2,GMC,2009,8,ACADIA,Lewis,Bank
10002001,125,500,710,2017-3-09,QUARTERLY,0,1,OHIO,US,655,90,US,0,CENTRAL,430,2,9,CASH,SHORT-TERM,NSF,3,TOYOTA,2016,1,CAMRY,Anderson,Agent
10002002,166,550,865,2017-3-10,MONTHLY,0,1,OHIO,US,500,45,US,0,CENTRAL,430,2,0,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Turner,Bank
10002003,175,225,525,2017-3-11,YEARLY,1,1,OHIO,US,700,100,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Mitchell,Agent
10002004,150,600,750,2018-4-19,MONTHLY,0,1,OHIO,US,725,100,US,0,CENTRAL,430,3,0,CASH,SHORT-TERM,DECEASED,2,BMW,2015,2,4SERIES,Rodriguez,Bank
10002005,100,550,700,2018-4-20,MONTHLY,0,1,OHIO,US,525,125,US,0,CENTRAL,430,1,12,DEBIT,SHORT-TERM,NSF,3,GMC,2015,2,ACADIA,Baker,Bank
10002006,111,750,1200,2019-3-22,QUARTERLY,0,1,OHIO,US,750,50,US,0,CENTRAL,430,2,9,CASH,LONG-TERM,EVENT,3,BMW,2015,2,4SERIES,Watson,Bank
10002007,155,600,900,2019-3-23,MONTHLY,0,1,OHIO,US,800,100,US,0,CENTRAL,430,2,0,CREDIT,SHORT-TERM,DECEASED,4,TOYOTA,2016,1,CAMRY,Brown,Agent
10002008,120,700,1000,2019-3-24,YEARLY,0,1,OHIO,US,750,75,US,0,CENTRAL,430,2,5,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Watson,Agent
10002009,105,650,1000,2018-4-16,YEARLY,1,1,OHIO,US,800,100,US,0,CENTRAL,430,2,3,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Baker,Bank
10002010,155,750,900,2018-4-17,QUARTERLY,1,1,OHIO,US,925,120,US,0,CENTRAL,430,4,8,CASH,SHORT-TERM,DECEASED,4,TOYOTA,2014,3,CAMRY,Turner,Agent
10002011,120,450,885,2018-4-18,YEARLY,1,1,OHIO,US,550,80,US,0,CENTRAL,430,3,2,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Wilson,Agent
10002012,130,500,600,2018-4-01,MONTHLY,0,1,OHIO,US,600,90,US,0,CENTRAL,430,4,0,DEBIT,LONG-TERM,EVENT,0,FORD,2011,6,F150,Moore,Bank
10002013,135,600,550,2018-4-02,YEARLY,0,1,OHIO,US,770,200,US,0,CENTRAL,430,2,0,CASH,NEW,NSF,3,GMC,2012,5,ACADIA,Parker,Bank
10002014,155,890,750,2018-4-03,MONTHLY,0,1,OHIO,US,900,150,US,0,CENTRAL,430,1,1,DEBIT,SHORT-TERM,EVENT,2,GMC,2012,5,ACADIA,Davis,Bank
10002015,170,500,720,2018-4-04,MONTHLY,0,1,OHIO,US,522,155,US,0,CENTRAL,430,3,16,DEBIT,NEW,NSF,2,FORD,2009,8,F150,Morris,Bank
10002016,190,450,550,2018-4-05,QUARTERLY,0,1,OHIO,US,725,120,US,0,CENTRAL,430,3,10,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Scott,Bank
10002017,100,450,500,2018-4-06,QUARTERLY,0,1,OHIO,US,525,90,US,0,CENTRAL,430,3,15,CREDIT,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Phillips,Agent
10002018,101,625,600,2018-4-07,QUARTERLY,0,1,OHIO,US,750,50,US,0,CENTRAL,430,3,11,CASH,SHORT-TERM,DECEASED,4,HONDA,2016,1,CIVIC,Cook,Bank
10002019,122,500,710,2018-4-08,QUARTERLY,0,1,OHIO,US,800,55,US,0,CENTRAL,430,2,0,CASH,NEW,DECEASED,3,GMC,2016,1,ACADIA,Sanders,Bank
10002020,111,900,865,2018-4-09,MONTHLY,0,1,OHIO,US,750,45,US,0,CENTRAL,430,2,4,DEBIT,NEW,EVENT,2,GMC,2015,2,ACADIA,Gray,Bank
10002021,125,600,525,2018-4-10,YEARLY,0,1,OHIO,US,800,100,US,1,CENTRAL,430,2,8,CASH,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Reed,Bank
10002022,175,225,750,2018-4-11,MONTHLY,0,1,OHIO,US,925,100,US,0,CENTRAL,430,2,2,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Jones,Bank
10002023,150,250,700,2018-4-12,MONTHLY,1,1,OHIO,US,550,125,US,0,CENTRAL,430,2,1,DEBIT,NEW,EVENT,2,FORD,2009,8,F150,Thomas,Bank
10002024,100,600,1200,2018-4-13,QUARTERLY,1,1,OHIO,US,600,50,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2014,3,CAMRY,Watson,Agent
10002025,111,500,900,2018-4-14,MONTHLY,1,1,OHIO,US,770,100,US,0,CENTRAL,430,3,5,DEBIT,NEW,NSF,2,BMW,2011,6,4SERIES,Green,Bank
10002026,155,550,1000,2018-4-15,YEARLY,1,1,OHIO,US,900,75,US,0,CENTRAL,430,1,9,DEBIT,LONG-TERM,NSF,2,GMC,2012,5,ACADIA,Martin,Bank
10002027,120,225,1000,2017-3-09,YEARLY,1,1,OHIO,US,522,100,US,0,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,0,GMC,2009,8,ACADIA,Nelson,Bank
10002028,105,600,900,2017-3-10,QUARTERLY,0,1,OHIO,US,450,120,US,0,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Howard,Bank
10002029,155,550,885,2017-3-11,YEARLY,0,1,OHIO,US,480,80,US,0,CENTRAL,430,2,0,DEBIT,NEW,NSF,3,BMW,2012,5,4SERIES,Gray,Bank
10002030,120,750,600,2018-4-19,YEARLY,0,1,OHIO,US,655,90,US,0,CENTRAL,430,2,12,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Parker,Bank
10002031,130,600,550,2018-4-20,MONTHLY,1,1,OHIO,US,500,200,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,King,Bank
10002032,135,700,750,2019-3-22,MONTHLY,0,1,OHIO,US,725,150,US,1,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,3,FORD,2009,8,F150,Campbell,Bank
10002033,155,650,720,2019-3-23,QUARTERLY,0,1,OHIO,US,525,155,US,1,CENTRAL,430,3,5,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Jackson,Agent
10002034,170,625,865,2019-3-24,MONTHLY,1,1,OHIO,US,750,120,US,0,CENTRAL,430,3,3,CASH,NEW,NSF,2,GMC,2011,6,ACADIA,Nelson,Bank
10002035,190,500,525,2018-4-16,YEARLY,0,1,OHIO,US,800,90,US,1,CENTRAL,430,5,8,CASH,NEW,NSF,3,GMC,2011,6,ACADIA,Adams,Bank
10002036,100,900,750,2018-4-17,YEARLY,0,1,OHIO,US,750,50,US,0,CENTRAL,430,3,2,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2016,1,CAMRY,Green,Agent
10002037,101,600,700,2018-4-18,QUARTERLY,0,1,OHIO,US,800,55,US,0,CENTRAL,430,4,0,CREDIT,SHORT-TERM,DECEASED,1,HONDA,2014,3,CIVIC,Watson,Agent
10002038,122,225,865,2018-4-01,YEARLY,1,1,OHIO,US,925,45,US,0,CENTRAL,430,3,0,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Lee,Bank
10002039,111,250,525,2018-4-02,YEARLY,0,1,OHIO,US,550,100,US,1,CENTRAL,430,4,1,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Lee,Bank
10002040,125,600,750,2018-4-03,QUARTERLY,0,1,OHIO,US,600,100,US,0,CENTRAL,430,2,16,CASH,SHORT-TERM,DECEASED,4,BMW,2014,3,4SERIES,Martinez,Agent
10002041,166,500,700,2018-4-04,QUARTERLY,1,1,OHIO,US,770,125,US,0,CENTRAL,430,1,10,DEBIT,LONG-TERM,EVENT,2,FORD,2009,8,F150,King,Bank
10002042,122,550,1200,2018-4-05,QUARTERLY,0,1,OHIO,US,900,50,US,0,CENTRAL,430,3,15,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Morris,Agent
10002043,175,225,900,2018-4-06,QUARTERLY,0,1,OHIO,US,522,100,US,0,CENTRAL,430,3,11,CASH,LONG-TERM,EVENT,0,FORD,2009,8,F150,Collins,Bank
10002044,150,600,1000,2018-4-07,MONTHLY,0,1,OHIO,US,450,75,US,0,CENTRAL,430,3,0,CASH,SHORT-TERM,DECEASED,3,BMW,2016,1,4SERIES,Brown,Agent
10002045,100,550,1000,2018-4-08,YEARLY,1,1,OHIO,US,480,100,US,1,CENTRAL,430,3,4,CASH,SHORT-TERM,NSF,2,FORD,2011,6,F150,Bell,Bank
10002046,111,750,900,2018-4-09,MONTHLY,0,1,OHIO,US,655,120,US,1,CENTRAL,430,2,8,CASH,NEW,NSF,2,GMC,2009,8,ACADIA,Lewis,Bank
10002047,155,600,885,2018-4-10,MONTHLY,0,1,OHIO,US,500,80,US,0,CENTRAL,430,2,2,CASH,SHORT-TERM,NSF,3,TOYOTA,2016,1,CAMRY,Anderson,Agent
10002048,120,700,600,2018-4-11,QUARTERLY,0,1,OHIO,US,700,90,US,0,CENTRAL,430,2,1,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Turner,Bank
10002049,105,650,550,2018-4-12,MONTHLY,0,1,OHIO,US,725,200,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Mitchell,Agent
10002050,155,750,750,2018-4-13,YEARLY,0,1,OHIO,US,525,150,US,0,CENTRAL,430,2,5,CASH,SHORT-TERM,DECEASED,2,BMW,2015,2,4SERIES,Rodriguez,Bank
10002051,120,450,720,2018-4-14,YEARLY,0,1,OHIO,US,750,155,US,0,CENTRAL,430,2,9,DEBIT,SHORT-TERM,NSF,3,GMC,2015,2,ACADIA,Baker,Bank
10002052,130,500,550,2018-4-15,QUARTERLY,0,1,OHIO,US,800,120,US,0,CENTRAL,430,3,0,CASH,LONG-TERM,EVENT,3,BMW,2015,2,4SERIES,Watson,Bank
10002053,135,600,500,2017-3-09,YEARLY,0,1,OHIO,US,750,90,US,0,CENTRAL,430,1,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Baker,Bank
10002054,155,890,600,2017-3-10,MONTHLY,1,1,OHIO,US,800,50,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,4,TOYOTA,2014,3,CAMRY,Turner,Agent
10002055,170,500,710,2017-3-11,YEARLY,1,1,OHIO,US,925,55,US,0,CENTRAL,430,2,12,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Wilson,Agent
10002056,190,450,865,2018-4-19,MONTHLY,0,1,OHIO,US,550,45,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,EVENT,0,FORD,2011,6,F150,Moore,Bank
10002057,100,450,525,2018-4-20,MONTHLY,0,1,OHIO,US,600,100,US,0,CENTRAL,430,2,0,CASH,NEW,NSF,3,GMC,2012,5,ACADIA,Parker,Bank
10002058,101,625,750,2019-3-22,QUARTERLY,1,1,OHIO,US,770,100,US,0,CENTRAL,430,2,5,DEBIT,SHORT-TERM,EVENT,2,GMC,2012,5,ACADIA,Davis,Bank
10002059,122,500,700,2019-3-23,YEARLY,0,1,OHIO,US,900,125,US,1,CENTRAL,430,2,3,DEBIT,NEW,NSF,2,FORD,2009,8,F150,Morris,Bank
10002060,111,900,1200,2019-3-24,MONTHLY,1,1,OHIO,US,522,50,US,0,CENTRAL,430,3,8,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Scott,Bank
10002061,125,600,900,2018-4-16,MONTHLY,0,1,OHIO,US,450,100,US,0,CENTRAL,430,3,2,CREDIT,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Phillips,Agent
10002062,166,225,1000,2018-4-17,QUARTERLY,0,1,OHIO,US,480,75,US,1,CENTRAL,430,4,0,CASH,SHORT-TERM,DECEASED,4,HONDA,2016,1,CIVIC,Cook,Bank
10002063,122,250,1000,2018-4-18,MONTHLY,0,1,OHIO,US,655,100,US,1,CENTRAL,430,3,0,CASH,NEW,DECEASED,3,GMC,2016,1,ACADIA,Sanders,Bank
10002064,175,600,900,2018-4-01,YEARLY,0,1,OHIO,US,500,120,US,0,CENTRAL,430,4,1,DEBIT,NEW,EVENT,2,GMC,2015,2,ACADIA,Gray,Bank
10002065,150,500,885,2018-4-02,YEARLY,0,1,OHIO,US,700,80,US,0,CENTRAL,430,2,16,CASH,SHORT-TERM,DECEASED,2,BMW,2016,1,4SERIES,Reed,Bank
10002066,100,550,600,2018-4-03,QUARTERLY,1,1,OHIO,US,725,90,US,0,CENTRAL,430,1,10,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Jones,Bank
10002067,111,225,550,2018-4-04,YEARLY,0,1,OHIO,US,525,200,US,0,CENTRAL,430,3,15,DEBIT,NEW,EVENT,2,FORD,2009,8,F150,Thomas,Bank
10002068,155,600,750,2018-4-05,YEARLY,0,1,OHIO,US,750,150,US,1,CENTRAL,430,3,11,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2014,3,CAMRY,Watson,Agent
10002069,120,550,720,2018-4-06,QUARTERLY,0,1,OHIO,US,800,155,US,0,CENTRAL,430,3,0,DEBIT,NEW,NSF,2,BMW,2011,6,4SERIES,Green,Bank
10002070,105,750,550,2018-4-07,QUARTERLY,1,1,OHIO,US,750,120,US,0,CENTRAL,430,3,4,DEBIT,LONG-TERM,NSF,2,GMC,2012,5,ACADIA,Martin,Bank
10002071,155,600,500,2018-4-08,QUARTERLY,0,1,OHIO,US,800,90,US,0,CENTRAL,430,2,8,DEBIT,LONG-TERM,EVENT,0,GMC,2009,8,ACADIA,Nelson,Bank
10002072,120,700,600,2018-4-09,QUARTERLY,0,1,OHIO,US,925,50,US,1,CENTRAL,430,2,2,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Howard,Bank
10002073,130,650,710,2018-4-10,MONTHLY,0,1,OHIO,US,550,55,US,0,CENTRAL,430,2,12,DEBIT,NEW,NSF,3,BMW,2012,5,4SERIES,Gray,Bank
10002074,135,750,865,2018-4-11,YEARLY,0,1,OHIO,US,600,45,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Parker,Bank
10002075,155,450,525,2018-4-12,MONTHLY,0,1,OHIO,US,770,100,US,0,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,King,Bank
10002076,170,500,750,2018-4-13,MONTHLY,0,1,OHIO,US,900,100,US,1,CENTRAL,430,2,5,DEBIT,LONG-TERM,EVENT,3,FORD,2009,8,F150,Campbell,Bank
10002077,190,600,700,2018-4-14,QUARTERLY,0,1,OHIO,US,522,125,US,0,CENTRAL,430,3,3,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Jackson,Agent
10002078,100,890,1200,2018-4-15,MONTHLY,0,1,OHIO,US,450,50,US,0,CENTRAL,430,1,8,CASH,NEW,NSF,2,GMC,2011,6,ACADIA,Nelson,Bank
10002079,101,500,900,2017-3-09,YEARLY,1,1,OHIO,US,480,100,US,0,CENTRAL,430,2,2,CASH,NEW,NSF,3,GMC,2011,6,ACADIA,Adams,Bank
10002080,175,450,1000,2017-3-10,YEARLY,0,1,OHIO,US,655,75,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,1,TOYOTA,2016,1,CAMRY,Green,Agent
10002081,150,450,1000,2017-3-11,QUARTERLY,0,1,OHIO,US,500,100,US,1,CENTRAL,430,2,0,CREDIT,SHORT-TERM,DECEASED,1,HONDA,2014,3,CIVIC,Watson,Agent
10002082,100,625,900,2018-4-19,YEARLY,0,1,OHIO,US,700,120,US,0,CENTRAL,430,2,1,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Lee,Bank
10002083,111,500,885,2018-4-20,MONTHLY,0,1,OHIO,US,725,80,US,0,CENTRAL,430,2,16,CASH,LONG-TERM,EVENT,0,FORD,2009,8,F150,Collins,Bank
10002084,155,900,600,2019-3-22,YEARLY,0,1,OHIO,US,525,90,US,0,CENTRAL,430,2,10,CASH,SHORT-TERM,DECEASED,3,BMW,2016,1,4SERIES,Brown,Agent
10002085,120,600,550,2019-3-23,MONTHLY,0,1,OHIO,US,750,200,US,0,CENTRAL,430,3,15,CASH,SHORT-TERM,NSF,2,FORD,2011,6,F150,Bell,Bank
10002086,105,225,750,2019-3-24,MONTHLY,0,1,OHIO,US,800,150,US,0,CENTRAL,430,3,11,CASH,NEW,NSF,2,GMC,2009,8,ACADIA,Lewis,Bank
10002087,155,250,720,2018-4-16,YEARLY,0,1,OHIO,US,750,155,US,0,CENTRAL,430,5,0,CASH,SHORT-TERM,NSF,3,TOYOTA,2016,1,CAMRY,Anderson,Agent
10002088,120,600,865,2018-4-17,MONTHLY,0,1,OHIO,US,800,120,US,0,CENTRAL,430,3,4,CASH,NEW,NSF,2,GMC,2012,5,ACADIA,Turner,Bank
10002089,130,500,525,2018-4-18,MONTHLY,0,1,OHIO,US,925,90,US,0,CENTRAL,430,1,8,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Mitchell,Agent
10002090,135,550,750,2018-4-01,QUARTERLY,0,1,OHIO,US,550,50,US,0,CENTRAL,430,3,2,CASH,SHORT-TERM,DECEASED,2,BMW,2015,2,4SERIES,Rodriguez,Bank
10002091,155,225,865,2018-4-02,MONTHLY,0,1,OHIO,US,600,55,US,0,CENTRAL,430,3,1,DEBIT,SHORT-TERM,NSF,3,GMC,2015,2,ACADIA,Baker,Bank
10002092,170,600,525,2018-4-03,YEARLY,0,1,OHIO,US,770,45,US,0,CENTRAL,430,3,0,CASH,LONG-TERM,EVENT,3,BMW,2015,2,4SERIES,Watson,Bank
10002093,190,550,750,2018-4-04,YEARLY,0,1,OHIO,US,900,100,US,0,CENTRAL,430,3,5,CREDIT,SHORT-TERM,DECEASED,4,TOYOTA,2016,1,CAMRY,Brown,Agent
10002094,100,750,700,2018-4-05,QUARTERLY,0,1,OHIO,US,522,100,US,0,CENTRAL,430,2,9,CASH,SHORT-TERM,DECEASED,3,BMW,2015,2,4SERIES,Watson,Agent
10002095,101,600,1200,2018-4-06,YEARLY,0,1,OHIO,US,725,125,US,0,CENTRAL,430,2,0,DEBIT,NEW,NSF,2,FORD,2011,6,F150,Rogers,Bank
10002096,122,700,900,2018-4-07,YEARLY,0,1,OHIO,US,525,50,US,0,CENTRAL,430,2,0,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Baker,Bank
10002097,111,650,1000,2018-4-08,QUARTERLY,0,1,OHIO,US,750,100,US,0,CENTRAL,430,2,0,CASH,SHORT-TERM,DECEASED,4,TOYOTA,2014,3,CAMRY,Turner,Agent
10002098,125,750,1000,2018-4-09,QUARTERLY,0,1,OHIO,US,800,75,US,0,CENTRAL,430,2,12,CASH,SHORT-TERM,DECEASED,4,BMW,2016,1,4SERIES,Wilson,Agent
10002099,166,450,900,2018-4-10,QUARTERLY,0,1,OHIO,US,750,100,US,0,CENTRAL,430,2,9,DEBIT,LONG-TERM,EVENT,0,FORD,2011,6,F150,Moore,Bank
10002100,175,625,885,2018-4-11,QUARTERLY,0,1,OHIO,US,800,120,US,0,CENTRAL,430,3,0,CASH,NEW,NSF,3,GMC,2012,5,ACADIA,Parker,Bank
10002101,150,500,600,2018-4-12,MONTHLY,0,1,OHIO,US,925,80,US,0,CENTRAL,430,4,5,DEBIT,SHORT-TERM,EVENT,2,GMC,2012,5,ACADIA,Davis,Bank
10002102,100,900,550,2018-4-13,YEARLY,0,1,OHIO,US,550,90,US,0,CENTRAL,430,3,3,DEBIT,NEW,NSF,2,FORD,2009,8,F150,Morris,Bank
10002103,111,600,750,2018-4-14,MONTHLY,0,1,OHIO,US,600,200,US,1,CENTRAL,430,4,8,DEBIT,LONG-TERM,EVENT,0,FORD,2005,12,F150,Scott,Bank
